,text,url,text_len,text_word_count
4054,You and iphone totally belong together.,https://pickupline.net/situational-pick-up-lines/apple-fan-pick-up-lines/,39,6
4055,"You are so beautiful, you do not need any iphone photo filters.",https://pickupline.net/situational-pick-up-lines/apple-fan-pick-up-lines/,63,12
4056,You got me more excited than an Apple geek at Apple Store.,https://pickupline.net/situational-pick-up-lines/apple-fan-pick-up-lines/,58,12
4057,You make me overheat because my app is poorly optimized for your beauty.,https://pickupline.net/situational-pick-up-lines/apple-fan-pick-up-lines/,72,13
4058,"Your text vibration pattern is 'heartbeat' because every time you text me, mine skips a beat.",https://pickupline.net/situational-pick-up-lines/apple-fan-pick-up-lines/,93,16
4059,Knock Knock Who's there? Al! Al who? Al give you a kiss if you open this door!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,78,17
4060,Knock Knock Who's there? Aldo! Aldo who? Aldo anything for you!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,63,11
4061,Knock Knock Who's there? Anime! Anime who? Are you from Japan? Cause you got anime-zing body.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,93,16
4062,Knock Knock Who's there? Baghdad! Baghdad who? Are you from Iraq? Cos I'd love to see you Baghdad ass up,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,104,20
4063,"Knock knock Who's there? Bangkok! Bangkok who? Are you from the Thailand, cause tonight your going to BangKok.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,110,18
4064,Knock Knock Who's there? Candice! Candice Who? Candice be love I'm feeling right now?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,85,14
4065,"Knock Knock Who's there? Cynthia! Cynthia who? Cynthia you been away, I missed you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,83,14
4066,"Knock Knock Who's there? De Niro! De Niro who? De Niro I am to you, the more beautiful you get.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,95,20
4067,"Knock Knock Who's there? Dubai! Dubai who? I know your Muslim, but would you allow me Dubai you a drink?",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,104,20
4068,Knock Knock Who's there? Egg! Egg who? Eggcited to meet you.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,60,11
4069,Knock Knock Who's there? Honey bee! Honey bee who? Honey bee a doll and give me dem digits.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,91,18
4070,Knock Knock Who's there? Honeydew! Honeydew who? Honeydew you know how fine you look right now?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,95,16
4071,"Knock Knock Who's there? I love you! I love you who? Don't ask who, because it's you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,85,17
4072,Knock knock Who's there? I love! I love who? Awwww I love you to.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,65,14
4073,Knock Knock Who's there? India! India who? What's it gonna take to get India pants.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,83,15
4074,"Knock Knock Who's there? Israel! Israel who? Do you wanna little Jewish in you, cause this dick Israel.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,103,18
4075,"Knock Knock Who's there? Juan! Juan who? The girl of your dreams, and your the Juan for me.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,91,18
4076,Knock Knock Who's there? Juno! Juno who? Juno I love you right?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,63,12
4077,Knock knock Who's there? Love! Love who? Love this dick.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,56,10
4078,Knock knock Who's there? Needle! Needle who? Needle a little love right now.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,76,13
4079,Knock Knock Who's there? Orange! Orange who? Orange you stunning.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,65,10
4080,Knock Knock Who's there? Pauline! Pauline Who? I think I'm Pauline in love with you.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,84,15
4081,Knock Knock! Who’s there? Aladdin! Aladdin who? A lad din the street wants a word with you!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,91,17
4082,Knock knock! Who’s there? Aretha. Aretha who? Aretha flowers for you.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,69,11
4083,"Knock Knock! Who’s there? Boo. Boo who? No more tears, your love is here.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,73,14
4084,Knock knock! Who’s there? Cheese. Cheese who? Cheese a cute girl!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,65,11
4085,"Knock Knock! Who’s there? I love you! I love you who? Don’t ask who, because it’s you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,86,17
4086,Knock Knock! Who’s there? Ken. Ken who? Can I get some sweet loving?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,68,13
4087,Knock Knock! who’s there? marry. marry who? marry me.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,53,9
4088,Knock Knock! Who’s there? Mistletoe. Mistletoe who? How can I kiss you I’m outside!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,83,14
4089,Knock Knock! Who’s there? Will. Will who? Will be my Valentine?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,63,11
4090,Knock knock! Who's there? Al. Al who? Al give you a kiss if you open the door.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,78,17
4091,Knock knock! Who's there? Aldo. Aldo who? Aldo anything for you.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,64,11
4092,"Knock knock! Who's there? Amanda. Amanda who? Amanda lay you, your lonely nights are over.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,90,15
4093,Knock knock! Who's there? Baby owl. Baby owl who? Baby owl see you later at my place.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,85,17
4094,Knock Knock! Who's there? Beautiful! Beautiful who? You!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,56,8
4095,"Knock knock! Who's there? Bill Cosby. Bill Cosby who? Never mind, I'll come back when you're asleep, soon.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,106,18
4096,"Knock Knock! Who's there? Butch, Jimmy and Joe. Butch, Jimmy, and Joe Who? Butch your arms around me, Jimmy a kiss, and let's Joe.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,130,24
4097,Knock knock! Who's there? Butch. Butch who? Butch your arms around me and give me a hug.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,88,17
4098,Knock knock! Who's there? Candice. Candice who? Candice be love that I'm feeling?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,81,13
4099,Knock knock! Who's there? Dewey. Dewey who? Dewey have to use a condom?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,71,13
4100,Knock knock! Who's there? Grab! Grab who? Me!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,45,8
4101,Knock knock! Who's there? Honeydew. Honeydew who? Honeydew know who fine you're looking?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,88,13
4102,Knock knock! Who's there? Howie. Howie who? Howie gonna hide this affair from your husband?,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,91,15
4103,"Knock knock! Who's there? Ike. Ike who? Ike can rock your world, baby.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,70,13
4104,"Knock knock! Who's there? Ima. Ima who? Ima horny, let's screw.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,63,11
4105,Knock knock! Who's there? Ivan. Ivan who? Ivan to do something naughty with you.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,80,14
4106,Knock knock! Who's there? Jamaican. Jamaican who? Jamaican me horny.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,68,10
4107,"Knock knock! Who's there? Juno. Juno who? Juno I love you, don't you?",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,69,13
4108,Knock knock! Who's there? Justin. Justin who? Justin time to give you a kiss.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,77,14
4109,"Knock knock! Who's there? Mirra. Mirra who? Mirra mirra on the wall, you're the fairest of them all.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,100,18
4110,Knock knock! Who's there? Needle. Needle who? Needle little love right now.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,75,12
4111,"Knock knock! Who's there? Radio! Radio who? Radio not, here I come!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,67,12
4112,Knock knock! Who's there? Tex. Tex who? Tex two to tango.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,57,11
4113,Knock knock! Who's there? Waldo. Waldo who? I have heard that you have been trying to find me.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,94,18
4114,"Knock knock! Who's there? When where. When where who? Tonight, my place, me and you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,84,15
4115,Knock knock! Who's there? Adore. Adore who? Adore is between us open it up,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,74,14
4116,Knock! Knock! Who’s there? I love you! I love you who? You!,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,59,12
4117,Knock! Knock! Who’s there? Snow. Snow who? Snow use. I am crazy about you.,https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,74,14
4118,"Knock, knock Who's there? Obi-Wan. Obi-Wan who? You're the Obi-Wan for me!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,74,12
4119,"Knock, Knock! Who’s there? Baker! I got some nice buns for you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,63,12
4120,"Knock, Knock! Who’s there? Canoe! Canoe who? Canoe give some loving?",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,68,11
4121,"Knock, Knock! Who’s there? Disguise! Disguise who? This guy is your boyfriend!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,78,12
4122,"Knock, Knock! Who’s there? Doctor! Doctor who? Oh yes I am a doctor.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,68,13
4123,"Knock, knock! Who’s there? Howard. Howard who? Howard you like a big kiss?",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,74,13
4124,"Knock, knock! Who’s there? Kiss. Kiss who? ME!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,46,8
4125,"Knock, knock! Who’s there? Mikey. Mikey who? Mikey doesn’t fit in the keyhole.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,78,13
4126,"Knock, Knock! Who’s there? Olive. Olive who? Olive right next to you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,69,12
4127,"Knock, Knock! Who’s there? Pasta! Pasta La Vista Baby!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,54,9
4128,"Knock, knock! Who’s there? Police. Police who? Police, it’s cold out here.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,74,12
4129,"Knock, Knock! Who’s there? Waiter ! Waiter who ? Waiter I get my hands on you !",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,79,17
4130,"Knock, knock! Who's there? Dream. Dream Who? You having a sweet dream tonight.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,78,13
4131,"Knock, Knock! Who's there? Oman. Oman who? Oman, you are cute!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,62,11
4132,"Knock, knock. Who’s there? Algo. Algo who? Algo anywhere with you.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,66,11
4133,"Knock, knock. Who’s there? Ben. Ben who? Ben over and kiss me!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,62,12
4134,"Knock, knock. Who’s there? Johann. Johann who? Johann a beautiful smile!",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,72,11
4135,"Knock, Knock. Who’s there? Needle! Needle who? Needle a little love right now.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,78,13
4136,"Knock, knock. Who’s there? Who’s there? Mayer. Mayer who? Mayer days be filled with laughter and love.",https://pickupline.net/situational-pick-up-lines/knock-knock-pick-up-line/,102,17
4137,Are you a block because I want you to be mine.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,46,11
4138,Are you a crypto kitty? Cuz I’m feline a connection between us.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,63,12
4139,Are you a poorly setup mining rig? Because you are smoking hot!,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,63,12
4140,Are you Bitcoin? I’m feeling totally bull about you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,52,9
4141,Are you free tonight? I am down to forking.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,43,9
4142,Are you my bitcoin wallet? Because I could check you out 24/7.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,62,12
4143,Babe are you the one crypto in my dream? I am going all in.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,59,14
4144,Babe I am all time high for you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,32,8
4145,Babe I can distribute my asset all over you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,44,9
4146,Baby I know you’re the Wan.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,27,6
4147,"Baby, I ain’t going for no pump and dump.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,41,9
4148,"Baby, my bit is so good it'll take you back to the gold standard.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,65,14
4149,"Baby, my proof of stake will surely satisfy your selection.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,59,10
4150,"Baby, requesting permission to import my private keys into your hot wallet.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,75,12
4151,"Baby, you are my crypto wallet because you have the private keys to my heart.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,77,15
4152,Crypto for your thoughts?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,25,4
4153,"Call me Satoshi, cuz you’re my true vision.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,43,8
4154,"Coinbase is not good enough, let's go third base.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,49,9
4155,Does a fire burn in your Litecoin when you see me?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,50,11
4156,"Don't fall for other shitcoins, go for this smart contract.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,59,10
4157,"Don't worry about me, I am SAFU.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,32,7
4158,Down to Mine?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,13,3
4159,Girl can I have your address to airdrop my tokens?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,50,10
4160,"Girl I may not look like a jailbait, but I am surely a miner.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,61,14
4161,"Girl you are so hot, I might have to put you in cold storage.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,61,14
4162,"Girl, all blocks confirm my love for you.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,41,8
4163,"Girl, check out my huge block size.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,35,7
4164,"Girl, check out my Lambo.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,25,5
4165,"Girl, I am not normal, I am a crypto whale.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,43,10
4166,"Girl, I know how to use my leverage to please.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,46,10
4167,"Girl, let's start our genesis block.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,36,6
4168,Girl: So what do you do? Guy: I trade millions of cryptos a day.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,64,14
4169,"Here, this will help protect you against my inflation.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,54,9
4170,"Hey baby, want to see something huge? Take a look at my Bitcoin wallet baby",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,75,15
4171,"Hey girl, you are precious because there is only a limited supply of you.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,73,14
4172,"Hey girl, you are raising my hash rate.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,39,8
4173,"I am a crypto in the sheets, as volatile as you want me to be.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,62,15
4174,I am mooning for you!,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,21,5
4175,"I am tether to your USD, because I could peg to you 100%.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,57,13
4176,"I could hard fork as well as soft fork however you please, all you have to do is to split for me. And we could make copies of ourselves down the path.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,150,32
4177,I got the hash power.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,21,5
4178,"I got very slow transaction times, we could hash all night long.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,64,12
4179,I hear you’ve got an impressive block folio.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,44,8
4180,"I hope you like immutable ledgers, cuz you’ll never get rid of me.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,66,13
4181,I love you and I would love to put a ring signature on you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,59,14
4182,"I never paid for a date with Bitcoin, will you be the first one?",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,64,14
4183,I wanna be your monero.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,23,5
4184,I will fork you hard and soft till you split in two.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,52,12
4185,I will never trade you for another crypto.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,42,8
4186,I’d hodl you through the good times and bad.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,44,9
4187,I'd mine your hashes.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,21,4
4188,"If I had a Bitcoin for every time you came across my mind, I'd be a Whale.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,74,17
4189,"If I take over 51% of your hash rate, could I take you home with me?",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,68,16
4190,I'll let you mine with my rig any day.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,38,9
4191,I'll show you my private key if you show me yours.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,50,11
4192,I'm tired of solo mining babe. Lets pool!,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,41,8
4193,Is that a Blockchain or are you pleased to see me?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,50,11
4194,It's all FOMO with you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,23,5
4195,Let our rigs mine and we could chill.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,37,8
4196,Let's mix algos and create a hash of our own.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,45,10
4197,My love has zero amount of FUD with you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,40,9
4198,My strong hands will carry you through any correction.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,54,9
4199,"Nice blockchain, wanna fork?",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,28,4
4200,No spoofing could fake my feelings for you.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,43,8
4201,Ready to encounter some peer to peer transactions?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,50,8
4202,"Seeing you, let's just say my cryptos ain't going to be the only thing going parabolic.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,87,16
4203,Send Nodes.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,11,2
4204,Show me your tits and I'll give you some bits.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,46,10
4205,"Smart, sexy and funny... Your hash validates.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,45,7
4206,Wanna decentralize the financial system by creating a distributed ledger system that ensures contracts are executed?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,116,16
4207,Want to check out my rig?,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,25,6
4208,"Want to scan my wallet, and see if you like me more?",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,52,12
4209,You can have my private keys anytime.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,37,7
4210,"You probably wonder why I got no shirt on, babe I am rich because I sold the top.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,81,18
4211,You think crypto is going down? Let me change your mind with my long position.,https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,78,15
4212,"You trade crypto, I trade crypto, let's exchange and have futures together.",https://pickupline.net/situational-pick-up-lines/cryptocurrency-pick-up-lines/,75,12
4216,"I have been Googling all day, and I have finally found what I am searching for.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,79,16
4217,Are you google? I feel like I have known you all my life.,https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,57,13
4218,"Google does not have all the answers, because it does not know how much I am into you.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,86,18
4219,"I was using Google the other day, it failed. Because it did not have your number.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,81,16
4220,"I never Googled this until I saw you, ""Hey Google, what is love?""",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,65,13
4221,"Sometimes I Google about love, but I do not have to anymore after I met you.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,76,16
4222,I Googled your name the other day. You are the only search listing for me.,https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,74,15
4223,"You never have to Google again, because I got what you are searching for.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,73,14
4224,"I Googled ""Who Is the Finest Lady in the Room"", and you were the answer.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,72,15
4225,"Google can return millions of results in under 1 second, and it took me a life time to find you.",https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,96,20
4226,Do you know Google ranks search results by link popularity? You rank as my number one because all my links point to you.,https://pickupline.net/situational-pick-up-lines/google-and-search-engine-pick-up-lines/,120,23
4227,"Be the Daisy to my Gatsby, Prom?",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,32,7
4228,Because I'm the only girl with enough balls to ask... PROM?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,59,11
4229,Can you picture us at Homecoming?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,33,6
4230,Chill with me at Prom?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,22,5
4231,"Come and get your groove on with me, baby!",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,42,9
4232,Do you want to ROLL with me to Prom?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,36,9
4233,Don't make me go SOLO!,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,22,5
4234,"Hey Cu-Tea, will you go to the Prom with me?",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,44,10
4235,"Homecoming would ""SUCK"" without you!",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,36,5
4236,Homecoming? Yay or Neigh?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,25,4
4237,"I can't ""bear"" to go to prom without you!",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,41,9
4238,I CHOOSE YOU!,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,13,3
4239,I didn't have the balls to ask you in person. Will you go to prom with me?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,74,17
4240,"I don't normally put all my eggs in one basket, but I wanna be your number one bunny, honey. Will you go to the Prom with me?",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,125,27
4241,"I don't really know how to dance, but wanna give it a shot?",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,59,13
4242,I DONUT want to go with anyone else,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,35,8
4243,"I got so excited to ask you to Prom that I ""P"" my pants... PROM?",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,64,15
4244,I have a BIG question to ask you... POP the balloons to find out.,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,65,14
4245,"I know this is Cheesy, but will you go to Prom with me?",https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,55,13
4246,I think we make a PURRFECT couple! Sadies?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,42,8
4247,I want that angel to go with me to prom. Do you think she'll agree?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,67,15
4248,I would be SODA-lighted if you went to Sadie Hawkins Dance with me.,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,67,13
4249,I'd be a Ding Dong if I didn't ask you to the dance!,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,52,13
4250,I'd be one lucky nugget if you'd go to prom with me.,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,52,12
4251,I'd KILL for you to go to prom with me. I think you would really DIG it. You could really SET me up if you said yes. I'm hoping thid volleyball will ACE the deal. PROM?,https://pickupline.net/situational-pick-up-lines/asking-girl-for-prom-or-formal-dance-pick-up-line-proposal/,168,36
